TILE;UTM;GEOMETRY
305;18;Polygon ((320891.35958357382332906 4878938.28793537337332964, 330891.35958357382332906 4878938.28793537337332964, 330891.35958357382332906 4868938.28793537337332964, 320891.35958357382332906 4868938.28793537337332964, 320891.35958357382332906 4878938.28793537337332964))
306;18;Polygon ((320891.35958357382332906 4888938.28793537337332964, 330891.35958357382332906 4888938.28793537337332964, 330891.35958357382332906 4878938.28793537337332964, 320891.35958357382332906 4878938.28793537337332964, 320891.35958357382332906 4888938.28793537337332964))
307;18;Polygon ((320891.35958357382332906 4898938.28793537337332964, 330891.35958357382332906 4898938.28793537337332964, 330891.35958357382332906 4888938.28793537337332964, 320891.35958357382332906 4888938.28793537337332964, 320891.35958357382332906 4898938.28793537337332964))
308;18;Polygon ((320891.35958357382332906 4908938.28793537337332964, 330891.35958357382332906 4908938.28793537337332964, 330891.35958357382332906 4898938.28793537337332964, 320891.35958357382332906 4898938.28793537337332964, 320891.35958357382332906 4908938.28793537337332964))
309;18;Polygon ((310891.35958357382332906 4798938.28793537337332964, 320891.35958357382332906 4798938.28793537337332964, 320891.35958357382332906 4788938.28793537337332964, 310891.35958357382332906 4788938.28793537337332964, 310891.35958357382332906 4798938.28793537337332964))
310;18;Polygon ((310891.35958357382332906 4808938.28793537337332964, 320891.35958357382332906 4808938.28793537337332964, 320891.35958357382332906 4798938.28793537337332964, 310891.35958357382332906 4798938.28793537337332964, 310891.35958357382332906 4808938.28793537337332964))
311;18;Polygon ((310891.35958357382332906 4818938.28793537337332964, 320891.35958357382332906 4818938.28793537337332964, 320891.35958357382332906 4808938.28793537337332964, 310891.35958357382332906 4808938.28793537337332964, 310891.35958357382332906 4818938.28793537337332964))
312;18;Polygon ((310891.35958357382332906 4828938.28793537337332964, 320891.35958357382332906 4828938.28793537337332964, 320891.35958357382332906 4818938.28793537337332964, 310891.35958357382332906 4818938.28793537337332964, 310891.35958357382332906 4828938.28793537337332964))
313;18;Polygon ((310891.35958357382332906 4838938.28793537337332964, 320891.35958357382332906 4838938.28793537337332964, 320891.35958357382332906 4828938.28793537337332964, 310891.35958357382332906 4828938.28793537337332964, 310891.35958357382332906 4838938.28793537337332964))
314;18;Polygon ((310891.35958357382332906 4848938.28793537337332964, 320891.35958357382332906 4848938.28793537337332964, 320891.35958357382332906 4838938.28793537337332964, 310891.35958357382332906 4838938.28793537337332964, 310891.35958357382332906 4848938.28793537337332964))
315;18;Polygon ((310891.35958357382332906 4858938.28793537337332964, 320891.35958357382332906 4858938.28793537337332964, 320891.35958357382332906 4848938.28793537337332964, 310891.35958357382332906 4848938.28793537337332964, 310891.35958357382332906 4858938.28793537337332964))
316;18;Polygon ((310891.35958357382332906 4868938.28793537337332964, 320891.35958357382332906 4868938.28793537337332964, 320891.35958357382332906 4858938.28793537337332964, 310891.35958357382332906 4858938.28793537337332964, 310891.35958357382332906 4868938.28793537337332964))
317;18;Polygon ((310891.35958357382332906 4878938.28793537337332964, 320891.35958357382332906 4878938.28793537337332964, 320891.35958357382332906 4868938.28793537337332964, 310891.35958357382332906 4868938.28793537337332964, 310891.35958357382332906 4878938.28793537337332964))
318;18;Polygon ((310891.35958357382332906 4888938.28793537337332964, 320891.35958357382332906 4888938.28793537337332964, 320891.35958357382332906 4878938.28793537337332964, 310891.35958357382332906 4878938.28793537337332964, 310891.35958357382332906 4888938.28793537337332964))
319;18;Polygon ((310891.35958357382332906 4898938.28793537337332964, 320891.35958357382332906 4898938.28793537337332964, 320891.35958357382332906 4888938.28793537337332964, 310891.35958357382332906 4888938.28793537337332964, 310891.35958357382332906 4898938.28793537337332964))
320;18;Polygon ((310891.35958357382332906 4908938.28793537337332964, 320891.35958357382332906 4908938.28793537337332964, 320891.35958357382332906 4898938.28793537337332964, 310891.35958357382332906 4898938.28793537337332964, 310891.35958357382332906 4908938.28793537337332964))
321;18;Polygon ((300891.35958357382332906 4797369.15486091002821922, 310891.35958357382332906 4797369.15486091002821922, 310891.35958357382332906 4787369.15486091002821922, 300891.35958357382332906 4787369.15486091002821922, 300891.35958357382332906 4797369.15486091002821922))
322;18;Polygon ((300891.35958357382332906 4807369.15486091002821922, 310891.35958357382332906 4807369.15486091002821922, 310891.35958357382332906 4797369.15486091002821922, 300891.35958357382332906 4797369.15486091002821922, 300891.35958357382332906 4807369.15486091002821922))
323;18;Polygon ((300891.35958357382332906 4817369.15486091002821922, 310891.35958357382332906 4817369.15486091002821922, 310891.35958357382332906 4807369.15486091002821922, 300891.35958357382332906 4807369.15486091002821922, 300891.35958357382332906 4817369.15486091002821922))
324;18;Polygon ((300891.35958357382332906 4827369.15486091002821922, 310891.35958357382332906 4827369.15486091002821922, 310891.35958357382332906 4817369.15486091002821922, 300891.35958357382332906 4817369.15486091002821922, 300891.35958357382332906 4827369.15486091002821922))
325;18;Polygon ((300891.35958357382332906 4837369.15486091002821922, 310891.35958357382332906 4837369.15486091002821922, 310891.35958357382332906 4827369.15486091002821922, 300891.35958357382332906 4827369.15486091002821922, 300891.35958357382332906 4837369.15486091002821922))
326;18;Polygon ((300891.35958357382332906 4847369.15486091002821922, 310891.35958357382332906 4847369.15486091002821922, 310891.35958357382332906 4837369.15486091002821922, 300891.35958357382332906 4837369.15486091002821922, 300891.35958357382332906 4847369.15486091002821922))
327;18;Polygon ((300891.35958357382332906 4857369.15486091002821922, 310891.35958357382332906 4857369.15486091002821922, 310891.35958357382332906 4847369.15486091002821922, 300891.35958357382332906 4847369.15486091002821922, 300891.35958357382332906 4857369.15486091002821922))
328;18;Polygon ((300891.35958357382332906 4867369.15486091002821922, 310891.35958357382332906 4867369.15486091002821922, 310891.35958357382332906 4857369.15486091002821922, 300891.35958357382332906 4857369.15486091002821922, 300891.35958357382332906 4867369.15486091002821922))
329;18;Polygon ((300891.35958357382332906 4877369.15486091002821922, 310891.35958357382332906 4877369.15486091002821922, 310891.35958357382332906 4867369.15486091002821922, 300891.35958357382332906 4867369.15486091002821922, 300891.35958357382332906 4877369.15486091002821922))
330;18;Polygon ((300891.35958357382332906 4887369.15486091002821922, 310891.35958357382332906 4887369.15486091002821922, 310891.35958357382332906 4877369.15486091002821922, 300891.35958357382332906 4877369.15486091002821922, 300891.35958357382332906 4887369.15486091002821922))
331;18;Polygon ((300891.35958357382332906 4897369.15486091002821922, 310891.35958357382332906 4897369.15486091002821922, 310891.35958357382332906 4887369.15486091002821922, 300891.35958357382332906 4887369.15486091002821922, 300891.35958357382332906 4897369.15486091002821922))
332;18;Polygon ((300891.35958357382332906 4907369.15486091002821922, 310891.35958357382332906 4907369.15486091002821922, 310891.35958357382332906 4897369.15486091002821922, 300891.35958357382332906 4897369.15486091002821922, 300891.35958357382332906 4907369.15486091002821922))
333;18;Polygon ((290891.35958357382332906 4783275.38581015914678574, 300891.35958357382332906 4783275.38581015914678574, 300891.35958357382332906 4773275.38581015914678574, 290891.35958357382332906 4773275.38581015914678574, 290891.35958357382332906 4783275.38581015914678574))
334;18;Polygon ((290891.35958357382332906 4793275.38581015914678574, 300891.35958357382332906 4793275.38581015914678574, 300891.35958357382332906 4783275.38581015914678574, 290891.35958357382332906 4783275.38581015914678574, 290891.35958357382332906 4793275.38581015914678574))
335;18;Polygon ((290891.35958357382332906 4803275.38581015914678574, 300891.35958357382332906 4803275.38581015914678574, 300891.35958357382332906 4793275.38581015914678574, 290891.35958357382332906 4793275.38581015914678574, 290891.35958357382332906 4803275.38581015914678574))
336;18;Polygon ((290891.35958357382332906 4813275.38581015914678574, 300891.35958357382332906 4813275.38581015914678574, 300891.35958357382332906 4803275.38581015914678574, 290891.35958357382332906 4803275.38581015914678574, 290891.35958357382332906 4813275.38581015914678574))
337;18;Polygon ((290891.35958357382332906 4823275.38581015914678574, 300891.35958357382332906 4823275.38581015914678574, 300891.35958357382332906 4813275.38581015914678574, 290891.35958357382332906 4813275.38581015914678574, 290891.35958357382332906 4823275.38581015914678574))
338;18;Polygon ((290891.35958357382332906 4833275.38581015914678574, 300891.35958357382332906 4833275.38581015914678574, 300891.35958357382332906 4823275.38581015914678574, 290891.35958357382332906 4823275.38581015914678574, 290891.35958357382332906 4833275.38581015914678574))
339;18;Polygon ((290891.35958357382332906 4843275.38581015914678574, 300891.35958357382332906 4843275.38581015914678574, 300891.35958357382332906 4833275.38581015914678574, 290891.35958357382332906 4833275.38581015914678574, 290891.35958357382332906 4843275.38581015914678574))
340;18;Polygon ((290891.35958357382332906 4853275.38581015914678574, 300891.35958357382332906 4853275.38581015914678574, 300891.35958357382332906 4843275.38581015914678574, 290891.35958357382332906 4843275.38581015914678574, 290891.35958357382332906 4853275.38581015914678574))
341;18;Polygon ((290891.35958357382332906 4863275.38581015914678574, 300891.35958357382332906 4863275.38581015914678574, 300891.35958357382332906 4853275.38581015914678574, 290891.35958357382332906 4853275.38581015914678574, 290891.35958357382332906 4863275.38581015914678574))
342;18;Polygon ((290891.35958357382332906 4873275.38581015914678574, 300891.35958357382332906 4873275.38581015914678574, 300891.35958357382332906 4863275.38581015914678574, 290891.35958357382332906 4863275.38581015914678574, 290891.35958357382332906 4873275.38581015914678574))
343;18;Polygon ((290891.35958357382332906 4883275.38581015914678574, 300891.35958357382332906 4883275.38581015914678574, 300891.35958357382332906 4873275.38581015914678574, 290891.35958357382332906 4873275.38581015914678574, 290891.35958357382332906 4883275.38581015914678574))
344;18;Polygon ((290891.35958357382332906 4893275.38581015914678574, 300891.35958357382332906 4893275.38581015914678574, 300891.35958357382332906 4883275.38581015914678574, 290891.35958357382332906 4883275.38581015914678574, 290891.35958357382332906 4893275.38581015914678574))
345;18;Polygon ((280891.35958357382332906 4793275.38581015914678574, 290891.35958357382332906 4793275.38581015914678574, 290891.35958357382332906 4783275.38581015914678574, 280891.35958357382332906 4783275.38581015914678574, 280891.35958357382332906 4793275.38581015914678574))
346;18;Polygon ((280891.35958357382332906 4803275.38581015914678574, 290891.35958357382332906 4803275.38581015914678574, 290891.35958357382332906 4793275.38581015914678574, 280891.35958357382332906 4793275.38581015914678574, 280891.35958357382332906 4803275.38581015914678574))
347;18;Polygon ((280891.35958357382332906 4813275.38581015914678574, 290891.35958357382332906 4813275.38581015914678574, 290891.35958357382332906 4803275.38581015914678574, 280891.35958357382332906 4803275.38581015914678574, 280891.35958357382332906 4813275.38581015914678574))
348;18;Polygon ((280891.35958357382332906 4823275.38581015914678574, 290891.35958357382332906 4823275.38581015914678574, 290891.35958357382332906 4813275.38581015914678574, 280891.35958357382332906 4813275.38581015914678574, 280891.35958357382332906 4823275.38581015914678574))
349;18;Polygon ((280891.35958357382332906 4833275.38581015914678574, 290891.35958357382332906 4833275.38581015914678574, 290891.35958357382332906 4823275.38581015914678574, 280891.35958357382332906 4823275.38581015914678574, 280891.35958357382332906 4833275.38581015914678574))
350;18;Polygon ((280891.35958357382332906 4843275.38581015914678574, 290891.35958357382332906 4843275.38581015914678574, 290891.35958357382332906 4833275.38581015914678574, 280891.35958357382332906 4833275.38581015914678574, 280891.35958357382332906 4843275.38581015914678574))
351;18;Polygon ((280891.35958357382332906 4853275.38581015914678574, 290891.35958357382332906 4853275.38581015914678574, 290891.35958357382332906 4843275.38581015914678574, 280891.35958357382332906 4843275.38581015914678574, 280891.35958357382332906 4853275.38581015914678574))
352;18;Polygon ((280891.35958357382332906 4863275.38581015914678574, 290891.35958357382332906 4863275.38581015914678574, 290891.35958357382332906 4853275.38581015914678574, 280891.35958357382332906 4853275.38581015914678574, 280891.35958357382332906 4863275.38581015914678574))
353;18;Polygon ((280891.35958357382332906 4873275.38581015914678574, 290891.35958357382332906 4873275.38581015914678574, 290891.35958357382332906 4863275.38581015914678574, 280891.35958357382332906 4863275.38581015914678574, 280891.35958357382332906 4873275.38581015914678574))
354;18;Polygon ((280891.35958357382332906 4883275.38581015914678574, 290891.35958357382332906 4883275.38581015914678574, 290891.35958357382332906 4873275.38581015914678574, 280891.35958357382332906 4873275.38581015914678574, 280891.35958357382332906 4883275.38581015914678574))
355;18;Polygon ((280891.35958357382332906 4893275.38581015914678574, 290891.35958357382332906 4893275.38581015914678574, 290891.35958357382332906 4883275.38581015914678574, 280891.35958357382332906 4883275.38581015914678574, 280891.35958357382332906 4893275.38581015914678574))
356;18;Polygon ((270891.35958357382332906 4793834.05105626676231623, 280891.35958357382332906 4793834.05105626676231623, 280891.35958357382332906 4783834.05105626676231623, 270891.35958357382332906 4783834.05105626676231623, 270891.35958357382332906 4793834.05105626676231623))
357;18;Polygon ((270891.35958357382332906 4803834.05105626676231623, 280891.35958357382332906 4803834.05105626676231623, 280891.35958357382332906 4793834.05105626676231623, 270891.35958357382332906 4793834.05105626676231623, 270891.35958357382332906 4803834.05105626676231623))
358;18;Polygon ((270891.35958357382332906 4813834.05105626676231623, 280891.35958357382332906 4813834.05105626676231623, 280891.35958357382332906 4803834.05105626676231623, 270891.35958357382332906 4803834.05105626676231623, 270891.35958357382332906 4813834.05105626676231623))
359;18;Polygon ((270891.35958357382332906 4823834.05105626676231623, 280891.35958357382332906 4823834.05105626676231623, 280891.35958357382332906 4813834.05105626676231623, 270891.35958357382332906 4813834.05105626676231623, 270891.35958357382332906 4823834.05105626676231623))
360;18;Polygon ((270891.35958357382332906 4833834.05105626676231623, 280891.35958357382332906 4833834.05105626676231623, 280891.35958357382332906 4823834.05105626676231623, 270891.35958357382332906 4823834.05105626676231623, 270891.35958357382332906 4833834.05105626676231623))
361;18;Polygon ((270891.35958357382332906 4843834.05105626676231623, 280891.35958357382332906 4843834.05105626676231623, 280891.35958357382332906 4833834.05105626676231623, 270891.35958357382332906 4833834.05105626676231623, 270891.35958357382332906 4843834.05105626676231623))
362;18;Polygon ((270891.35958357382332906 4853834.05105626676231623, 280891.35958357382332906 4853834.05105626676231623, 280891.35958357382332906 4843834.05105626676231623, 270891.35958357382332906 4843834.05105626676231623, 270891.35958357382332906 4853834.05105626676231623))
363;18;Polygon ((270891.35958357382332906 4863834.05105626676231623, 280891.35958357382332906 4863834.05105626676231623, 280891.35958357382332906 4853834.05105626676231623, 270891.35958357382332906 4853834.05105626676231623, 270891.35958357382332906 4863834.05105626676231623))
364;18;Polygon ((270891.35958357382332906 4873834.05105626676231623, 280891.35958357382332906 4873834.05105626676231623, 280891.35958357382332906 4863834.05105626676231623, 270891.35958357382332906 4863834.05105626676231623, 270891.35958357382332906 4873834.05105626676231623))
365;18;Polygon ((270891.35958357382332906 4883834.05105626676231623, 280891.35958357382332906 4883834.05105626676231623, 280891.35958357382332906 4873834.05105626676231623, 270891.35958357382332906 4873834.05105626676231623, 270891.35958357382332906 4883834.05105626676231623))
366;18;Polygon ((260891.35958357382332906 4807705.02532994840294123, 270891.35958357382332906 4807705.02532994840294123, 270891.35958357382332906 4797705.02532994840294123, 260891.35958357382332906 4797705.02532994840294123, 260891.35958357382332906 4807705.02532994840294123))
367;18;Polygon ((260891.35958357382332906 4817705.02532994840294123, 270891.35958357382332906 4817705.02532994840294123, 270891.35958357382332906 4807705.02532994840294123, 260891.35958357382332906 4807705.02532994840294123, 260891.35958357382332906 4817705.02532994840294123))
368;18;Polygon ((260891.35958357382332906 4827705.02532994840294123, 270891.35958357382332906 4827705.02532994840294123, 270891.35958357382332906 4817705.02532994840294123, 260891.35958357382332906 4817705.02532994840294123, 260891.35958357382332906 4827705.02532994840294123))
369;18;Polygon ((260891.35958357382332906 4837705.02532994840294123, 270891.35958357382332906 4837705.02532994840294123, 270891.35958357382332906 4827705.02532994840294123, 260891.35958357382332906 4827705.02532994840294123, 260891.35958357382332906 4837705.02532994840294123))
370;18;Polygon ((260891.35958357382332906 4847705.02532994840294123, 270891.35958357382332906 4847705.02532994840294123, 270891.35958357382332906 4837705.02532994840294123, 260891.35958357382332906 4837705.02532994840294123, 260891.35958357382332906 4847705.02532994840294123))
371;18;Polygon ((260891.35958357382332906 4857705.02532994840294123, 270891.35958357382332906 4857705.02532994840294123, 270891.35958357382332906 4847705.02532994840294123, 260891.35958357382332906 4847705.02532994840294123, 260891.35958357382332906 4857705.02532994840294123))
372;18;Polygon ((260891.35958357382332906 4867705.02532994840294123, 270891.35958357382332906 4867705.02532994840294123, 270891.35958357382332906 4857705.02532994840294123, 260891.35958357382332906 4857705.02532994840294123, 260891.35958357382332906 4867705.02532994840294123))
373;18;Polygon ((260891.35958357382332906 4877705.02532994840294123, 270891.35958357382332906 4877705.02532994840294123, 270891.35958357382332906 4867705.02532994840294123, 260891.35958357382332906 4867705.02532994840294123, 260891.35958357382332906 4877705.02532994840294123))
374;18;Polygon ((260891.35958357382332906 4887705.02532994840294123, 270891.35958357382332906 4887705.02532994840294123, 270891.35958357382332906 4877705.02532994840294123, 260891.35958357382332906 4877705.02532994840294123, 260891.35958357382332906 4887705.02532994840294123))
375;17;Polygon ((736771.75635992165189236 4809362.38903431035578251, 746745.71568105230107903 4810081.6434165621176362, 747464.44046301185153425 4800107.02566799055784941, 737490.35260816267691553 4799388.95962201803922653, 736896.84271305450238287 4807627.50390903651714325, 736896.84271305450238287 4807627.50390903651714325, 736771.75635992165189236 4809362.38903431035578251))
376;17;Polygon ((736051.97265552228782326 4819335.69083932973444462, 746025.80348907655570656 4820056.13175058458000422, 746745.71568105230107903 4810081.6434165621176362, 736771.75635992165189236 4809362.38903431035578251, 736177.26543877774383873 4817600.82790812663733959, 736177.26543877774383873 4817600.82790812663733959, 736051.97265552228782326 4819335.69083932973444462))
377;17;Polygon ((735331.00330278696492314 4829308.86508534103631973, 745304.70569648197852075 4830030.49071565642952919, 746025.80348907655570656 4820056.13175058458000422, 736051.97265552228782326 4819335.69083932973444462, 735456.50220149965025485 4827574.02433969732373953, 735456.50220149965025485 4827574.02433969732373953, 735331.00330278696492314 4829308.86508534103631973))
378;17;Polygon ((734608.85011220432352275 4839281.91182217933237553, 744582.42411533289123327 4840004.72035894822329283, 745304.70569648197852075 4830030.49071565642952919, 735331.00330278696492314 4829308.86508534103631973, 734734.55481124634388834 4837547.09325331449508667, 734734.55481124634388834 4837547.09325331449508667, 734608.85011220432352275 4839281.91182217933237553))
379;17;Polygon ((733885.51489692518953234 4849254.8311012564226985, 743858.96056035440415144 4849978.82072921097278595, 744582.42411533289123327 4840004.72035894822329283, 734608.85011220432352275 4839281.91182217933237553, 734011.42508070473559201 4847520.03470011427998543, 734011.42508070473559201 4847520.03470011427998543, 733885.51489692518953234 4849254.8311012564226985))
380;17;Polygon ((733160.99947275791782886 4859227.6229755524545908, 743134.31684892904013395 4859952.79187677334994078, 743858.96056035440415144 4849978.82072921097278595, 733885.51489692518953234 4849254.8311012564226985, 733287.11482522170990705 4857492.84873280394822359, 733287.11482522170990705 4857492.84873280394822359, 733160.99947275791782886 4859227.6229755524545908))
381;17;Polygon ((732435.30565816047601402 4869200.28749961964786053, 742408.49480108974967152 4869926.6338535388931632, 743134.31684892904013395 4859952.79187677334994078, 733160.99947275791782886 4859227.6229755524545908, 732561.62586279422976077 4867465.53540566470474005, 732561.62586279422976077 4867465.53540566470474005, 732435.30565816047601402 4869200.28749961964786053))
382;17;Polygon ((731708.43527423567138612 4879172.82472958508878946, 741681.49623951327521354 4879900.34671298880130053, 742408.49480108974967152 4869926.6338535388931632, 732435.30565816047601402 4869200.28749961964786053, 731834.96001406572759151 4877438.09477454237639904, 731708.43527423567138612 4879172.82472958508878946))
383;17;Polygon ((726924.04880734835751355 4806908.5837258193641901, 736896.84271305450238287 4807627.50390903651714325, 737490.35260816267691553 4799388.95962201803922653, 737615.23221697076223791 4797654.05229443777352571, 727642.31157436582725495 4796936.32080802321434021, 726987.3392648883163929 4806030.53511559683829546, 726987.3392648883163929 4806030.53511559683829546, 726924.04880734835751355 4806908.5837258193641901))
384;17;Polygon ((726204.598221430554986 4816880.72083334159106016, 736177.26543877774383873 4817600.82790812663733959, 736771.75635992165189236 4809362.38903431035578251, 736771.75635992165189236 4809362.38903431035578251, 736771.75635992165189236 4809362.38903431035578251, 736896.84271305450238287 4807627.50390903651714325, 726924.04880734835751355 4806908.5837258193641901, 726267.99319347681012005 4816002.68329865019768476, 726267.99319347681012005 4816002.68329865019768476, 726204.598221430554986 4816880.72083334159106016))
385;17;Polygon ((725483.96162239857949317 4826852.73218125198036432, 735456.50220149965025485 4827574.02433969732373953, 736051.97265552228782326 4819335.69083932973444462, 736051.97265552228782326 4819335.69083932973444462, 736051.97265552228782326 4819335.69083932973444462, 736177.26543877774383873 4817600.82790812663733959, 726204.598221430554986 4816880.72083334159106016, 725547.46094984584487975 4825974.70571757014840841, 725547.46094984584487975 4825974.70571757014840841, 725483.96162239857949317 4826852.73218125198036432))
386;17;Polygon ((724762.1408187102060765 4836824.61782178375869989, 734734.55481124634388834 4837547.09325331449508667, 735331.00330278696492314 4829308.86508534103631973, 735331.00330278696492314 4829308.86508534103631973, 735331.00330278696492314 4829308.86508534103631973, 735456.50220149965025485 4827574.02433969732373953, 725483.96162239857949317 4826852.73218125198036432, 724825.74434221698902547 4835946.6024244474247098, 724825.74434221698902547 4835946.6024244474247098, 724762.1408187102060765 4836824.61782178375869989))
387;17;Polygon ((724039.13762148248497397 4846796.37780873011797667, 734011.42508070473559201 4847520.03470011427998543, 734608.85011220432352275 4839281.91182217933237553, 734608.85011220432352275 4839281.91182217933237553, 734608.85011220432352275 4839281.91182217933237553, 734734.55481124634388834 4837547.09325331449508667, 724762.1408187102060765 4836824.61782178375869989, 724102.84518147516064346 4845918.37347294017672539, 724102.84518147516064346 4845918.37347294017672539, 724039.13762148248497397 4846796.37780873011797667))
388;17;Polygon ((723314.95384449418634176 4856768.01219745445996523, 733287.11482522170990705 4857492.84873280394822359, 733885.51489692518953234 4849254.8311012564226985, 733885.51489692518953234 4849254.8311012564226985, 733885.51489692518953234 4849254.8311012564226985, 734011.42508070473559201 4847520.03470011427998543, 724039.13762148248497397 4846796.37780873011797667, 723378.76528116164263338 4855890.01891827490180731, 723378.76528116164263338 4855890.01891827490180731, 723314.95384449418634176 4856768.01219745445996523))
389;17;Polygon ((722589.59130417322739959 4866739.5210448857396841, 732561.62586279422976077 4867465.53540566470474005, 733160.99947275791782886 4859227.6229755524545908, 733160.99947275791782886 4859227.6229755524545908, 733160.99947275791782886 4859227.6229755524545908, 733287.11482522170990705 4857492.84873280394822359, 723314.95384449418634176 4856768.01219745445996523, 722653.50645747478120029 4865861.53881723806262016, 722653.50645747478120029 4865861.53881723806262016, 722589.59130417322739959 4866739.5210448857396841))
390;17;Polygon ((721863.05181959480978549 4876710.90440951567143202, 731834.96001406572759151 4877438.09477454237639904, 732435.30565816047601402 4869200.28749961964786053, 732435.30565816047601402 4869200.28749961964786053, 732435.30565816047601402 4869200.28749961964786053, 732561.62586279422976077 4867465.53540566470474005, 722589.59130417322739959 4866739.5210448857396841, 721927.07052925508469343 4875832.93322819005697966, 721863.05181959480978549 4876710.90440951567143202))
391;17;Polygon ((717015.72218019445426762 4805311.84533912688493729, 726987.3392648883163929 4806030.53511559683829546, 727642.31157436582725495 4796936.32080802321434021, 727705.49735852831508964 4796058.26111788395792246, 717733.75533561431802809 4795340.76024599559605122, 717111.39557436562608927 4803984.22085758578032255, 717111.39557436562608927 4803984.22085758578032255, 717015.72218019445426762 4805311.84533912688493729))
392;17;Polygon ((716296.50099592527840286 4815282.80642103031277657, 726267.99319347681012005 4816002.68329865019768476, 726924.04880734835751355 4806908.5837258193641901, 726924.04880734835751355 4806908.5837258193641901, 726924.04880734835751355 4806908.5837258193641901, 726987.3392648883163929 4806030.53511559683829546, 717015.72218019445426762 4805311.84533912688493729, 716392.33246990258339792 4813955.19844832085072994, 716392.33246990258339792 4813955.19844832085072994, 716296.50099592527840286 4815282.80642103031277657))
393;17;Polygon ((715576.09358679340220988 4825253.64354490675032139, 725547.46094984584487975 4825974.70571757014840841, 726204.598221430554986 4816880.72083334159106016, 726204.598221430554986 4816880.72083334159106016, 726204.598221430554986 4816880.72083334159106016, 726267.99319347681012005 4816002.68329865019768476, 716296.50099592527840286 4815282.80642103031277657, 715672.08290022518485785 4823926.05207385495305061, 715672.08290022518485785 4823926.05207385495305061, 715576.09358679340220988 4825253.64354490675032139))
394;17;Polygon ((714854.50175945693627 4835224.3567655123770237, 724825.74434221698902547 4835946.6024244474247098, 725483.96162239857949317 4826852.73218125198036432, 725483.96162239857949317 4826852.73218125198036432, 725483.96162239857949317 4826852.73218125198036432, 725547.46094984584487975 4825974.70571757014840841, 715576.09358679340220988 4825253.64354490675032139, 714950.64867163670714945 4833896.78178873937577009, 714950.64867163670714945 4833896.78178873937577009, 714854.50175945693627 4835224.3567655123770237))
395;17;Polygon ((714131.72732323640957475 4845194.94613916706293821, 724102.84518147516064346 4845918.37347294017672539, 724762.1408187102060765 4836824.61782178375869989, 724762.1408187102060765 4836824.61782178375869989, 724762.1408187102060765 4836824.61782178375869989, 724825.74434221698902547 4835946.6024244474247098, 714854.50175945693627 4835224.3567655123770237, 714228.03159310226328671 4843867.38764907978475094, 714228.03159310226328671 4843867.38764907978475094, 714131.72732323640957475 4845194.94613916706293821))
396;17;Polygon ((713407.77209011290688068 4855165.41172374971210957, 723378.76528116164263338 4855890.01891827490180731, 724039.13762148248497397 4846796.37780873011797667, 724039.13762148248497397 4846796.37780873011797667, 724039.13762148248497397 4846796.37780873011797667, 724102.84518147516064346 4845918.37347294017672539, 714131.72732323640957475 4845194.94613916706293821, 713504.2334762493846938 4853837.86971255205571651, 713504.2334762493846938 4853837.86971255205571651, 713407.77209011290688068 4855165.41172374971210957))
397;17;Polygon ((712682.63787471549585462 4865135.75357869919389486, 722653.50645747478120029 4865861.53881723806262016, 723314.95384449418634176 4856768.01219745445996523, 723314.95384449418634176 4856768.01219745445996523, 723314.95384449418634176 4856768.01219745445996523, 723378.76528116164263338 4855890.01891827490180731, 713407.77209011290688068 4855165.41172374971210957, 712779.25613535672891885 4863808.22803839109838009, 712779.25613535672891885 4863808.22803839109838009, 712682.63787471549585462 4865135.75357869919389486))
398;17;Polygon ((711956.3264943266985938 4875105.97176502086222172, 721927.07052925508469343 4875832.93322819005697966, 722589.59130417322739959 4866739.5210448857396841, 722589.59130417322739959 4866739.5210448857396841, 722589.59130417322739959 4866739.5210448857396841, 722653.50645747478120029 4865861.53881723806262016, 712682.63787471549585462 4865135.75357869919389486, 712053.10138735140208155 4873778.46268738526850939, 711956.3264943266985938 4875105.97176502086222172))
399;17;Polygon ((707140.95012658287305385 4803265.81329600606113672, 717111.39557436562608927 4803984.22085758578032255, 717733.75533561431802809 4795340.76024599559605122, 717829.2704099821858108 4794013.11924866028130054, 707858.70181825524196029 4793295.90088301058858633, 707377.91386401047930121 4799976.11368203535676003, 707140.95012658287305385 4803265.81329600606113672))
400;17;Polygon ((706422.0101125193759799 4813235.60349232610315084, 716392.33246990258339792 4813955.19844832085072994, 717015.72218019445426762 4805311.84533912688493729, 717015.72218019445426762 4805311.84533912688493729, 717015.72218019445426762 4805311.84533912688493729, 717111.39557436562608927 4803984.22085758578032255, 707140.95012658287305385 4803265.81329600606113672, 706659.36575459246523678 4809945.94419939443469048, 706659.36575459246523678 4809945.94419939443469048, 706422.0101125193759799 4813235.60349232610315084))
401;17;Polygon ((705701.88357813854236156 4823205.27152763307094574, 715672.08290022518485785 4823926.05207385495305061, 716296.50099592527840286 4815282.80642103031277657, 716296.50099592527840286 4815282.80642103031277657, 716296.50099592527840286 4815282.80642103031277657, 716392.33246990258339792 4813955.19844832085072994, 706422.0101125193759799 4813235.60349232610315084, 705939.63052994152531028 4819915.65253719966858625, 705939.63052994152531028 4819915.65253719966858625, 705701.88357813854236156 4823205.27152763307094574))
